Match Number,Round Number,Date,Location,Home Team,Away Team,Result
30,1,26/10/2024 23:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,
31,1,27/10/2024 00:00,United Center,Chicago Bulls,Oklahoma City Thunder,
32,1,27/10/2024 00:00,FedExForum,Memphis Grizzlies,Orlando Magic,
33,1,27/10/2024 00:00,Target Center,Minnesota Timberwolves,Toronto Raptors,
34,1,27/10/2024 00:30,Frost Bank Center,San Antonio Spurs,Houston Rockets,
35,1,27/10/2024 02:00,Footprint Center,Phoenix Suns,Dallas Mavericks,
36,1,27/10/2024 02:30,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,
37,1,27/10/2024 19:30,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,
38,1,27/10/2024 22:00,Barclays Center,Brooklyn Nets,Milwaukee Bucks,
39,1,27/10/2024 22:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,
40,1,27/10/2024 23:00,Paycom Center,Oklahoma City Thunder,Atlanta Hawks,
41,1,28/10/2024 00:30,Chase Center,Golden State Warriors,LA Clippers,
42,1,28/10/2024 23:00,Kia Center,Orlando Magic,Indiana Pacers,
43,1,28/10/2024 23:30,State Farm Arena,Atlanta Hawks,Washington Wizards,
44,1,28/10/2024 23:30,TD Garden,Boston Celtics,Milwaukee Bucks,
45,1,28/10/2024 23:30,Kaseya Center,Miami Heat,Detroit Pistons,
46,1,28/10/2024 23:30,Madison Square Garden,New York Knicks,Cleveland Cavaliers,
47,1,28/10/2024 23:30,Scotiabank Arena,Toronto Raptors,Denver Nuggets,
48,1,29/10/2024 00:00,FedExForum,Memphis Grizzlies,Chicago Bulls,
49,1,29/10/2024 00:00,Frost Bank Center,San Antonio Spurs,Houston Rockets,
50,1,29/10/2024 00:30,American Airlines Center,Dallas Mavericks,Utah Jazz,
51,1,29/10/2024 02:00,Footprint Center,Phoenix Suns,Los Angeles Lakers,
52,1,29/10/2024 02:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,
53,1,29/10/2024 23:30,Barclays Center,Brooklyn Nets,Denver Nuggets,
54,1,29/10/2024 23:30,Target Center,Minnesota Timberwolves,Dallas Mavericks,
55,1,30/10/2024 01:00,Delta Center,Utah Jazz,Sacramento Kings,
56,1,30/10/2024 02:00,Chase Center,Golden State Warriors,New Orleans Pelicans,
57,2,30/10/2024 23:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,
58,2,30/10/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Los Angeles Lakers,
59,2,30/10/2024 23:00,Gainbridge Fieldhouse,Indiana Pacers,Boston Celtics,
60,2,30/10/2024 23:00,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,
61,2,30/10/2024 23:00,Capital One Arena,Washington Wizards,Atlanta Hawks,
62,2,30/10/2024 23:30,Kaseya Center,Miami Heat,New York Knicks,
63,2,31/10/2024 00:00,United Center,Chicago Bulls,Orlando Magic,
64,2,31/10/2024 00:00,FedExForum,Memphis Grizzlies,Brooklyn Nets,
65,2,31/10/2024 01:30,Paycom Center,Oklahoma City Thunder,San Antonio Spurs,
66,2,31/10/2024 02:00,Chase Center,Golden State Warriors,New Orleans Pelicans,
67,2,31/10/2024 02:30,Intuit Dome,LA Clippers,Portland Trail Blazers,
68,2,01/11/2024 00:00,FedExForum,Memphis Grizzlies,Milwaukee Bucks,
69,2,01/11/2024 00:30,American Airlines Center,Dallas Mavericks,Houston Rockets,
70,2,01/11/2024 01:00,Delta Center,Utah Jazz,San Antonio Spurs,
71,2,01/11/2024 02:30,Intuit Dome,LA Clippers,Phoenix Suns,
72,2,01/11/2024 23:00,Spectrum Center,Charlotte Hornets,Boston Celtics,
73,2,01/11/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,
74,2,01/11/2024 23:00,Little Caesars Arena,Detroit Pistons,New York Knicks,
75,2,01/11/2024 23:30,State Farm Arena,Atlanta Hawks,Sacramento Kings,
76,2,01/11/2024 23:30,Barclays Center,Brooklyn Nets,Chicago Bulls,
77,2,01/11/2024 23:30,Scotiabank Arena,Toronto Raptors,Los Angeles Lakers,
78,2,02/11/2024 00:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,
79,2,02/11/2024 01:30,Target Center,Minnesota Timberwolves,Denver Nuggets,
80,2,02/11/2024 02:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,
81,2,02/11/2024 22:00,Spectrum Center,Charlotte Hornets,Boston Celtics,
82,2,02/11/2024 23:30,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,
83,2,02/11/2024 23:30,Scotiabank Arena,Toronto Raptors,Sacramento Kings,
84,2,03/11/2024 00:00,Toyota Center,Houston Rockets,Golden State Warriors,
85,2,03/11/2024 00:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,
86,2,03/11/2024 00:00,Frost Bank Center,San Antonio Spurs,Minnesota Timberwolves,
87,2,03/11/2024 01:30,Arena CDMX,Washington Wizards,Miami Heat,
88,2,03/11/2024 02:00,Ball Arena,Denver Nuggets,Utah Jazz,
89,2,03/11/2024 02:00,Footprint Center,Phoenix Suns,Portland Trail Blazers,
90,2,03/11/2024 02:30,Intuit Dome,LA Clippers,Oklahoma City Thunder,
91,2,03/11/2024 20:30,Barclays Center,Brooklyn Nets,Detroit Pistons,
92,2,04/11/2024 00:00,Smoothie King Center,New Orleans Pelicans,Atlanta Hawks,
93,2,04/11/2024 00:30,American Airlines Center,Dallas Mavericks,Orlando Magic,
94,2,05/11/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,
95,2,05/11/2024 00:15,Capital One Arena,Washington Wizards,Golden State Warriors,
96,2,05/11/2024 00:30,Little Caesars Arena,Detroit Pistons,Los Angeles Lakers,
97,2,05/11/2024 00:45,State Farm Arena,Atlanta Hawks,Boston Celtics,
98,2,05/11/2024 01:00,Barclays Center,Brooklyn Nets,Memphis Grizzlies,
99,2,05/11/2024 01:15,Kaseya Center,Miami Heat,Sacramento Kings,
100,2,05/11/2024 01:30,United Center,Chicago Bulls,Utah Jazz,
101,2,05/11/2024 01:45,Toyota Center,Houston Rockets,New York Knicks,
102,2,05/11/2024 02:00,Target Center,Minnesota Timberwolves,Charlotte Hornets,
103,2,05/11/2024 02:15,Paycom Center,Oklahoma City Thunder,Orlando Magic,
104,2,05/11/2024 02:30,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,
105,2,05/11/2024 02:45,American Airlines Center,Dallas Mavericks,Indiana Pacers,
106,2,05/11/2024 03:00,Ball Arena,Denver Nuggets,Toronto Raptors,
107,2,05/11/2024 03:15,Footprint Center,Phoenix Suns,Philadelphia 76ers,
108,2,05/11/2024 03:30,Intuit Dome,LA Clippers,San Antonio Spurs,
109,3,07/11/2024 00:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,
110,3,07/11/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,
111,3,07/11/2024 00:30,State Farm Arena,Atlanta Hawks,New York Knicks,
112,3,07/11/2024 00:30,TD Garden,Boston Celtics,Golden State Warriors,
113,3,07/11/2024 01:00,Toyota Center,Houston Rockets,San Antonio Spurs,
114,3,07/11/2024 01:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,
115,3,07/11/2024 01:00,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,
116,3,07/11/2024 01:30,American Airlines Center,Dallas Mavericks,Chicago Bulls,
117,3,07/11/2024 02:00,Ball Arena,Denver Nuggets,Oklahoma City Thunder,
118,3,07/11/2024 02:00,Footprint Center,Phoenix Suns,Miami Heat,
119,3,07/11/2024 03:00,Intuit Dome,LA Clippers,Philadelphia 76ers,
120,3,07/11/2024 03:00,Golden 1 Center,Sacramento Kings,Toronto Raptors,
121,3,08/11/2024 01:00,United Center,Chicago Bulls,Minnesota Timberwolves,
122,3,08/11/2024 01:00,Fiserv Forum,Milwaukee Bucks,Utah Jazz,
123,3,08/11/2024 01:00,Frost Bank Center,San Antonio Spurs,Portland Trail Blazers,
124,3,09/11/2024 00:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,
125,3,09/11/2024 00:00,Little Caesars Arena,Detroit Pistons,Atlanta Hawks,
126,3,09/11/2024 00:00,Kia Center,Orlando Magic,New Orleans Pelicans,
127,3,09/11/2024 00:30,TD Garden,Boston Celtics,Brooklyn Nets,
128,3,09/11/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Golden State Warriors,
129,3,09/11/2024 00:30,Madison Square Garden,New York Knicks,Milwaukee Bucks,
130,3,09/11/2024 00:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,
131,3,09/11/2024 01:00,FedExForum,Memphis Grizzlies,Washington Wizards,
132,3,09/11/2024 01:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,
133,3,09/11/2024 02:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,
134,3,09/11/2024 02:00,Ball Arena,Denver Nuggets,Miami Heat,
135,3,09/11/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Philadelphia 76ers,
136,3,09/11/2024 03:00,Golden 1 Center,Sacramento Kings,LA Clippers,
137,3,09/11/2024 22:00,Frost Bank Center,San Antonio Spurs,Utah Jazz,
138,3,10/11/2024 00:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,
139,3,10/11/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,
140,3,10/11/2024 03:30,Intuit Dome,LA Clippers,Toronto Raptors,
141,3,10/11/2024 20:00,Little Caesars Arena,Detroit Pistons,Houston Rockets,
142,3,10/11/2024 20:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,
143,3,10/11/2024 22:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,
144,3,10/11/2024 23:00,Kia Center,Orlando Magic,Washington Wizards,
145,3,11/11/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,
146,3,11/11/2024 00:00,Target Center,Minnesota Timberwolves,Miami Heat,
147,3,11/11/2024 00:00,Paycom Center,Oklahoma City Thunder,Golden State Warriors,
148,3,11/11/2024 01:00,Ball Arena,Denver Nuggets,Dallas Mavericks,
149,3,11/11/2024 01:00,Footprint Center,Phoenix Suns,Sacramento Kings,
150,3,11/11/2024 02:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,
151,3,11/11/2024 02:30,Crypto.com Arena,Los Angeles Lakers,Toronto Raptors,
152,3,12/11/2024 01:00,United Center,Chicago Bulls,Cleveland Cavaliers,
153,3,12/11/2024 01:00,Toyota Center,Houston Rockets,Washington Wizards,
154,3,12/11/2024 01:00,Smoothie King Center,New Orleans Pelicans,Brooklyn Nets,
155,3,12/11/2024 01:00,Paycom Center,Oklahoma City Thunder,LA Clippers,
156,3,12/11/2024 01:00,Frost Bank Center,San Antonio Spurs,Sacramento Kings,
157,3,13/11/2024 00:00,TD Garden,Boston Celtics,Atlanta Hawks,
158,3,13/11/2024 00:00,Little Caesars Arena,Detroit Pistons,Miami Heat,
159,3,13/11/2024 00:00,Kia Center,Orlando Magic,Charlotte Hornets,
160,3,13/11/2024 00:30,Wells Fargo Center,Philadelphia 76ers,New York Knicks,
161,3,13/11/2024 01:00,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,
162,3,13/11/2024 02:00,Delta Center,Utah Jazz,Phoenix Suns,
163,3,13/11/2024 03:00,Chase Center,Golden State Warriors,Dallas Mavericks,
164,3,13/11/2024 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,
165,4,14/11/2024 00:00,Kia Center,Orlando Magic,Indiana Pacers,
166,4,14/11/2024 00:30,Barclays Center,Brooklyn Nets,Boston Celtics,
167,4,14/11/2024 00:30,Madison Square Garden,New York Knicks,Chicago Bulls,
168,4,14/11/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,
169,4,14/11/2024 00:30,Paycom Center,Oklahoma City Thunder,New Orleans Pelicans,
170,4,14/11/2024 01:00,Toyota Center,Houston Rockets,LA Clippers,
171,4,14/11/2024 01:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,
172,4,14/11/2024 01:00,Frost Bank Center,San Antonio Spurs,Washington Wizards,
173,4,14/11/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,
174,4,14/11/2024 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,
175,4,14/11/2024 03:00,Golden 1 Center,Sacramento Kings,Phoenix Suns,
176,4,15/11/2024 02:00,Delta Center,Utah Jazz,Dallas Mavericks,
177,4,16/11/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,
178,4,16/11/2024 00:00,Kia Center,Orlando Magic,Philadelphia 76ers,
179,4,16/11/2024 00:00,Scotiabank Arena,Toronto Raptors,Detroit Pistons,
180,4,16/11/2024 00:30,State Farm Arena,Atlanta Hawks,Washington Wizards,
181,4,16/11/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,
182,4,16/11/2024 00:30,Madison Square Garden,New York Knicks,Brooklyn Nets,
183,4,16/11/2024 00:30,Frost Bank Center,San Antonio Spurs,Los Angeles Lakers,
184,4,16/11/2024 01:00,Toyota Center,Houston Rockets,LA Clippers,
185,4,16/11/2024 01:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,
186,4,16/11/2024 01:00,Paycom Center,Oklahoma City Thunder,Phoenix Suns,
187,4,16/11/2024 03:00,Chase Center,Golden State Warriors,Memphis Grizzlies,
188,4,16/11/2024 03:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,
189,4,16/11/2024 20:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,
190,4,17/11/2024 01:00,TD Garden,Boston Celtics,Toronto Raptors,
191,4,17/11/2024 01:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,
192,4,17/11/2024 01:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,
193,4,17/11/2024 03:00,Golden 1 Center,Sacramento Kings,Utah Jazz,
194,4,17/11/2024 20:30,Target Center,Minnesota Timberwolves,Phoenix Suns,
195,4,17/11/2024 22:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,
196,4,17/11/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,
197,4,17/11/2024 23:00,Capital One Arena,Washington Wizards,Detroit Pistons,
198,4,17/11/2024 23:00,FedExForum,Memphis Grizzlies,Denver Nuggets,
199,4,17/11/2024 23:00,Moda Center,Portland Trail Blazers,Atlanta Hawks,
200,4,18/11/2024 00:00,Madison Square Garden,New York Knicks,Brooklyn Nets,
201,4,18/11/2024 00:00,United Center,Chicago Bulls,Houston Rockets,
202,4,18/11/2024 00:00,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,
203,4,18/11/2024 02:00,Intuit Dome,LA Clippers,Utah Jazz,
204,4,19/11/2024 00:00,Little Caesars Arena,Detroit Pistons,Chicago Bulls,
205,4,19/11/2024 00:30,Kaseya Center,Miami Heat,Philadelphia 76ers,
206,4,19/11/2024 00:30,Madison Square Garden,New York Knicks,Washington Wizards,
207,4,19/11/2024 00:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,
208,4,19/11/2024 01:00,Fiserv Forum,Milwaukee Bucks,Houston Rockets,
209,4,19/11/2024 02:00,Footprint Center,Phoenix Suns,Orlando Magic,
210,4,19/11/2024 03:00,Golden 1 Center,Sacramento Kings,Atlanta Hawks,
211,4,19/11/2024 03:30,Intuit Dome,LA Clippers,Golden State Warriors,
212,4,20/11/2024 00:00,TD Garden,Boston Celtics,Cleveland Cavaliers,
213,4,20/11/2024 00:30,Barclays Center,Brooklyn Nets,Charlotte Hornets,
214,4,20/11/2024 01:00,FedExForum,Memphis Grizzlies,Denver Nuggets,
215,4,20/11/2024 01:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,
216,4,20/11/2024 02:30,Frost Bank Center,San Antonio Spurs,Oklahoma City Thunder,
217,4,20/11/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Utah Jazz,
218,5,21/11/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New Orleans Pelicans,
219,5,21/11/2024 00:30,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,
220,5,21/11/2024 01:00,Toyota Center,Houston Rockets,Indiana Pacers,
221,5,21/11/2024 01:00,FedExForum,Memphis Grizzlies,Philadelphia 76ers,
222,5,21/11/2024 01:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,
223,5,21/11/2024 03:00,Footprint Center,Phoenix Suns,New York Knicks,
224,5,21/11/2024 03:00,Chase Center,Golden State Warriors,Atlanta Hawks,
225,5,21/11/2024 03:30,Intuit Dome,LA Clippers,Orlando Magic,
226,5,22/11/2024 00:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,
227,5,22/11/2024 00:30,Scotiabank Arena,Toronto Raptors,Minnesota Timberwolves,
228,5,22/11/2024 01:00,Frost Bank Center,San Antonio Spurs,Utah Jazz,
229,5,22/11/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Orlando Magic,
230,5,23/11/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,
231,5,23/11/2024 00:00,Capital One Arena,Washington Wizards,Boston Celtics,
232,5,23/11/2024 00:30,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,
233,5,23/11/2024 01:00,United Center,Chicago Bulls,Atlanta Hawks,
234,5,23/11/2024 01:00,Toyota Center,Houston Rockets,Portland Trail Blazers,
235,5,23/11/2024 01:00,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,
236,5,23/11/2024 03:00,Ball Arena,Denver Nuggets,Dallas Mavericks,
237,5,23/11/2024 03:30,Intuit Dome,LA Clippers,Sacramento Kings,
238,5,23/11/2024 22:00,Delta Center,Utah Jazz,New York Knicks,
239,5,24/11/2024 00:00,Kia Center,Orlando Magic,Detroit Pistons,
240,5,24/11/2024 01:00,United Center,Chicago Bulls,Memphis Grizzlies,
241,5,24/11/2024 01:00,Toyota Center,Houston Rockets,Portland Trail Blazers,
242,5,24/11/2024 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,
243,5,24/11/2024 01:30,Frost Bank Center,San Antonio Spurs,Golden State Warriors,
244,5,24/11/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,
245,5,24/11/2024 20:30,TD Garden,Boston Celtics,Minnesota Timberwolves,
246,5,24/11/2024 22:00,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,
247,5,24/11/2024 23:00,Kaseya Center,Miami Heat,Dallas Mavericks,
248,5,24/11/2024 23:00,Wells Fargo Center,Philadelphia 76ers,LA Clippers,
249,5,25/11/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,
250,5,25/11/2024 02:00,Golden 1 Center,Sacramento Kings,Brooklyn Nets,
251,5,26/11/2024 00:00,Spectrum Center,Charlotte Hornets,Orlando Magic,
252,5,26/11/2024 00:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,
253,5,26/11/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,
254,5,26/11/2024 00:30,State Farm Arena,Atlanta Hawks,Dallas Mavericks,
255,5,26/11/2024 00:30,TD Garden,Boston Celtics,LA Clippers,
256,5,26/11/2024 01:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,
257,5,26/11/2024 02:00,Ball Arena,Denver Nuggets,New York Knicks,
258,5,26/11/2024 03:00,Chase Center,Golden State Warriors,Brooklyn Nets,
259,5,26/11/2024 03:00,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,
260,5,27/11/2024 00:00,Capital One Arena,Washington Wizards,Chicago Bulls,
261,5,27/11/2024 00:30,Kaseya Center,Miami Heat,Milwaukee Bucks,
262,5,27/11/2024 01:00,Target Center,Minnesota Timberwolves,Houston Rockets,
263,5,27/11/2024 02:00,Delta Center,Utah Jazz,San Antonio Spurs,
264,5,27/11/2024 03:00,Footprint Center,Phoenix Suns,Los Angeles Lakers,
265,6,28/11/2024 00:00,Spectrum Center,Charlotte Hornets,Miami Heat,
266,6,28/11/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,
267,6,28/11/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Portland Trail Blazers,
268,6,28/11/2024 00:00,Kia Center,Orlando Magic,Chicago Bulls,
269,6,28/11/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,
270,6,28/11/2024 00:00,Capital One Arena,Washington Wizards,LA Clippers,
271,6,28/11/2024 00:30,American Airlines Center,Dallas Mavericks,New York Knicks,
272,6,28/11/2024 01:00,FedExForum,Memphis Grizzlies,Detroit Pistons,
273,6,28/11/2024 01:00,Target Center,Minnesota Timberwolves,Sacramento Kings,
274,6,28/11/2024 01:00,Smoothie King Center,New Orleans Pelicans,Toronto Raptors,
275,6,28/11/2024 01:30,Frost Bank Center,San Antonio Spurs,Los Angeles Lakers,
276,6,28/11/2024 02:00,Footprint Center,Phoenix Suns,Brooklyn Nets,
277,6,28/11/2024 02:00,Delta Center,Utah Jazz,Denver Nuggets,
278,6,28/11/2024 03:00,Chase Center,Golden State Warriors,Oklahoma City Thunder,
279,6,29/11/2024 17:00,Spectrum Center,Charlotte Hornets,New York Knicks,
280,6,29/11/2024 19:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,
281,6,29/11/2024 22:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,
282,6,30/11/2024 00:30,Barclays Center,Brooklyn Nets,Orlando Magic,
283,6,30/11/2024 00:30,Target Center,Minnesota Timberwolves,LA Clippers,
284,6,30/11/2024 01:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,
285,6,30/11/2024 01:00,Kaseya Center,Miami Heat,Toronto Raptors,
286,6,30/11/2024 01:00,United Center,Chicago Bulls,Boston Celtics,
287,6,30/11/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,
288,6,30/11/2024 03:00,Moda Center,Portland Trail Blazers,Sacramento Kings,
289,6,30/11/2024 23:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,
290,6,01/12/2024 00:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,
291,6,01/12/2024 01:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,
292,6,01/12/2024 02:00,Footprint Center,Phoenix Suns,Golden State Warriors,
293,6,01/12/2024 02:30,Delta Center,Utah Jazz,Dallas Mavericks,
294,6,01/12/2024 20:30,Barclays Center,Brooklyn Nets,Orlando Magic,
295,6,01/12/2024 20:30,FedExForum,Memphis Grizzlies,Indiana Pacers,
296,6,01/12/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,
297,6,01/12/2024 23:00,Madison Square Garden,New York Knicks,New Orleans Pelicans,
298,6,01/12/2024 23:00,Scotiabank Arena,Toronto Raptors,Miami Heat,
299,6,02/12/2024 00:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,
300,6,02/12/2024 01:00,Delta Center,Utah Jazz,Los Angeles Lakers,
301,6,02/12/2024 02:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,
302,6,02/12/2024 02:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,
303,6,02/12/2024 03:00,Intuit Dome,LA Clippers,Denver Nuggets,
304,6,03/12/2024 00:30,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,
305,6,03/12/2024 00:30,TD Garden,Boston Celtics,Miami Heat,
306,6,03/12/2024 01:00,United Center,Chicago Bulls,Brooklyn Nets,
307,6,03/12/2024 01:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,
308,6,04/12/2024 00:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,
309,6,04/12/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,
310,6,04/12/2024 00:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
311,6,04/12/2024 00:30,Madison Square Garden,New York Knicks,Orlando Magic,
312,6,04/12/2024 00:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,
313,6,04/12/2024 01:00,Paycom Center,Oklahoma City Thunder,Utah Jazz,
314,6,04/12/2024 01:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,
315,6,04/12/2024 02:00,Footprint Center,Phoenix Suns,San Antonio Spurs,
316,6,04/12/2024 03:00,Ball Arena,Denver Nuggets,Golden State Warriors,
317,6,04/12/2024 03:00,Golden 1 Center,Sacramento Kings,Houston Rockets,
318,6,04/12/2024 03:30,Intuit Dome,LA Clippers,Portland Trail Blazers,
319,7,05/12/2024 00:30,TD Garden,Boston Celtics,Detroit Pistons,
320,7,05/12/2024 00:30,Barclays Center,Brooklyn Nets,Indiana Pacers,
321,7,05/12/2024 00:30,Kaseya Center,Miami Heat,Los Angeles Lakers,
322,7,05/12/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,
323,7,05/12/2024 01:00,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,
